"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Pirates","12.21","2.57","4.75","0.00","34.6 %","7.3 %","27.3 %",".196","1.00",".313","85.7 %","30","30","72","1.29","1.36","-0.07","3.20","2.88"
"Reds","11.76","2.18","5.40","0.44","34.2 %","6.3 %","27.9 %",".176","0.87",".261","72.3 %","58","43","58","2.61","1.96","0.66","2.58","2.72"
"Blue Jays","8.77","2.45","3.57","0.70","25.5 %","7.1 %","18.4 %",".176","0.90",".219","84.2 %","46","67","95","2.10","3.10","-0.99","4.33","3.80"
"Cubs","9.92","1.65","6.00","1.10","27.3 %","4.6 %","22.7 %",".286","1.29",".372","87.9 %","50","71","68","2.20","3.15","-0.95","3.02","2.96"
"Twins","9.62","1.85","5.20","1.11","25.5 %","4.9 %","20.6 %",".281","1.32",".358","72.9 %","95","74","86","4.44","3.42","1.02","3.94","3.57"
"Phillies","10.66","3.20","3.33","1.07","28.0 %","8.4 %","19.6 %",".232","1.22",".306","83.9 %","65","84","97","2.84","3.81","-0.96","4.31","3.65"
"Tigers","9.72","3.24","3.00","1.08","24.3 %","8.1 %","16.2 %",".269","1.44",".340","63.1 %","127","84","85","5.94","3.87","2.07","3.87","3.66"
"Athletics","11.10","4.07","2.73","1.11","28.3 %","10.4 %","17.9 %",".226","1.32",".300","83.9 %","66","89","103","2.96","3.95","-0.99","4.72","3.98"
"Astros","8.22","4.70","1.75","0.59","23.7 %","13.6 %","10.2 %",".120","0.91",".143","88.2 %","39","89","111","1.76","4.00","-2.24","5.09","4.83"
"Diamondbacks","10.18","2.66","3.83","0.89","27.1 %","7.1 %","20.0 %",".178","0.93",".229","90.1 %","40","91","90","1.77","4.00","-2.23","3.99","3.46"
"Yankees","12.42","3.78","3.29","1.62","30.7 %","9.3 %","21.3 %",".279","1.56",".381","68.8 %","129","87","85","5.94","4.05","1.89","3.86","3.50"
"Royals","10.64","6.14","1.73","0.82","25.7 %","14.9 %","10.9 %",".282","1.77",".386","80.7 %","87","94","96","4.09","4.21","-0.12","4.39","4.65"
"Rays","9.09","3.63","2.50","1.30","24.1 %","9.7 %","14.5 %",".252","1.36",".308","77.5 %","93","97","93","4.15","4.28","-0.13","4.24","4.23"
"Dodgers","10.07","0.92","11.00","1.83","28.6 %","2.6 %","26.0 %",".208","0.86",".239","69.4 %","98","101","103","4.12","4.38","-0.26","4.57","3.24"
"Mets","6.75","4.05","1.67","1.01","17.4 %","10.4 %","7.0 %",".216","1.28",".241","68.2 %","98","107","129","4.05","4.64","-0.59","5.71","5.20"
"Brewers","10.50","4.80","2.19","1.50","28.5 %","13.0 %","15.5 %",".215","1.30",".269","78.1 %","95","104","92","4.20","4.65","-0.45","4.07","4.14"
"Cardinals","12.17","3.80","3.20","1.90","33.7 %","10.5 %","23.2 %",".179","1.06",".213","84.2 %","90","107","86","3.80","4.65","-0.85","3.84","3.36"
"Braves","11.41","7.23","1.58","1.14","25.6 %","16.2 %","9.4 %",".263","1.86",".355","70.1 %","111","117","112","4.94","5.12","-0.17","4.98","4.96"
"Orioles","8.07","4.18","1.93","1.67","21.8 %","11.3 %","10.5 %",".239","1.33",".268","78.7 %","95","111","114","4.45","5.32","-0.86","5.24","4.79"
"Nationals","10.29","5.79","1.78","1.29","23.2 %","13.0 %","10.1 %",".246","1.64",".308","69.0 %","143","119","124","6.43","5.36","1.07","5.49","4.80"
"Rockies","9.30","4.87","1.91","1.77","21.9 %","11.5 %","10.4 %",".298","1.77",".356","86.0 %","88","117","112","4.43","5.48","-1.05","4.97","4.66"
"Mariners","10.80","5.40","2.00","1.80","24.5 %","12.2 %","12.2 %",".286","1.80",".357","67.9 %","142","123","118","6.30","5.51","0.79","5.40","4.61"
"Padres","9.30","1.77","5.25","2.66","26.6 %","5.1 %","21.5 %",".200","0.93",".188","94.3 %","83","127","83","3.54","5.57","-2.03","3.70","3.41"
"Marlins","10.80","4.50","2.40","2.25","29.6 %","12.4 %","17.3 %",".214","1.25",".244","94.7 %","86","133","96","3.60","5.71","-2.11","4.25","3.99"
"Indians","7.71","4.34","1.78","1.93","18.6 %","10.5 %","8.1 %",".299","1.71",".333","68.2 %","140","125","120","6.75","5.73","1.02","5.50","5.00"
"Giants","8.62","5.74","1.50","1.72","21.4 %","14.3 %","7.1 %",".220","1.47",".244","85.9 %","96","141","120","4.02","5.89","-1.87","5.31","5.14"
"Red Sox","10.88","3.75","2.90","2.63","29.0 %","10.0 %","19.0 %",".239","1.29",".269","60.3 %","142","132","84","7.13","6.09","1.04","3.87","3.70"
"White Sox","6.43","5.14","1.25","1.71","16.9 %","13.5 %","3.4 %",".213","1.33",".214","77.9 %","85","135","140","3.86","6.26","-2.40","6.44","5.76"
"Rangers","5.82","4.98","1.17","2.49","14.3 %","12.2 %","2.0 %",".253","1.52",".238","72.5 %","132","159","131","6.65","7.60","-0.95","6.02","5.71"
"Angels","9.48","7.76","1.22","2.87","21.2 %","17.3 %","3.9 %",".283","2.01",".310","82.4 %","140","175","147","6.32","8.03","-1.71","6.74","5.79"
