"Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA"
"Rays","15.08","2.45","6.14","1.05","45.3 %","7.4 %","37.9 %",".170","0.86",".286","89.9 %","39","50","44","1.75","2.20","-0.45","2.00","1.98"
"Red Sox","10.50","3.00","3.50","0.60","28.7 %","8.2 %","20.5 %",".222","1.13",".310","68.2 %","81","70","80","3.90","3.15","0.75","3.67","3.44"
"Cardinals","8.04","2.30","3.50","0.57","23.3 %","6.7 %","16.7 %",".200","0.96",".250","75.3 %","68","74","114","2.87","3.21","-0.34","5.05","4.12"
"Astros","10.17","1.57","6.50","1.17","28.3 %","4.4 %","23.9 %",".264","1.17",".345","84.0 %","70","73","64","3.13","3.30","-0.17","2.90","2.89"
"Diamondbacks","7.71","2.81","2.75","0.70","22.5 %","8.2 %","14.3 %",".167","0.90",".197","99.0 %","24","78","95","1.05","3.45","-2.40","4.22","4.11"
"Indians","7.98","2.76","2.89","0.92","21.9 %","7.6 %","14.3 %",".257","1.26",".313","79.9 %","70","83","104","3.38","3.79","-0.42","4.77","4.26"
"Braves","8.84","3.44","2.57","0.98","19.0 %","7.4 %","11.6 %",".391","2.24",".478","63.8 %","177","91","99","7.85","3.98","3.88","4.40","4.31"
"Mets","12.56","1.88","6.67","1.88","33.9 %","5.1 %","28.8 %",".236","1.12",".313","78.1 %","106","91","69","4.40","3.98","0.41","3.06","2.70"
"Cubs","9.28","2.11","4.40","1.27","24.7 %","5.6 %","19.1 %",".210","1.03",".250","91.4 %","58","92","89","2.53","4.10","-1.57","3.95","3.59"
"Pirates","10.35","2.70","3.83","1.35","25.3 %","6.6 %","18.7 %",".268","1.40",".339","59.7 %","136","95","82","5.85","4.21","1.64","3.66","3.46"
"Giants","7.66","5.64","1.36","0.40","18.5 %","13.6 %","4.9 %",".264","1.66",".328","82.5 %","77","101","125","3.22","4.24","-1.02","5.53","5.42"
"Royals","9.82","4.50","2.18","1.23","25.5 %","11.7 %","13.8 %",".205","1.27",".250","92.4 %","52","96","95","2.45","4.30","-1.85","4.34","4.33"
"Padres","9.00","5.76","1.56","0.72","20.2 %","12.9 %","7.3 %",".302","1.92",".380","61.4 %","169","100","114","7.20","4.41","2.79","5.04","5.04"
"Mariners","6.91","1.65","4.20","1.65","19.4 %","4.6 %","14.8 %",".214","0.99",".221","80.0 %","74","103","95","3.29","4.60","-1.31","4.34","4.11"
"Phillies","7.08","4.43","1.60","0.89","18.0 %","11.2 %","6.7 %",".237","1.38",".276","81.6 %","60","107","120","2.66","4.84","-2.18","5.32","5.02"
"Blue Jays","7.87","2.55","3.08","1.70","21.1 %","6.9 %","14.3 %",".231","1.16",".252","85.8 %","78","107","107","3.61","4.99","-1.37","4.88","4.27"
"White Sox","10.13","8.78","1.15","0.68","21.7 %","18.8 %","2.9 %",".291","2.18",".385","69.9 %","120","109","135","5.40","5.09","0.31","6.20","5.86"
"Athletics","7.59","3.38","2.25","1.69","21.4 %","9.5 %","11.9 %",".211","1.13",".222","87.0 %","76","114","91","3.38","5.09","-1.71","4.14","4.43"
"Yankees","10.80","5.10","2.12","1.80","27.9 %","13.2 %","14.7 %",".223","1.40",".271","62.5 %","137","109","101","6.30","5.11","1.19","4.64","4.30"
"Tigers","8.54","3.76","2.27","1.71","21.0 %","9.2 %","11.8 %",".236","1.37",".263","51.6 %","141","112","114","6.84","5.26","1.57","5.29","4.57"
"Nationals","10.13","2.25","4.50","2.25","23.1 %","5.1 %","18.0 %",".319","1.69",".380","72.7 %","130","115","117","6.19","5.34","0.85","5.32","4.08"
"Dodgers","10.34","2.30","4.50","2.30","27.7 %","6.2 %","21.5 %",".271","1.28",".324","97.6 %","82","124","95","3.45","5.38","-1.94","4.22","3.46"
"Twins","6.75","2.38","2.83","1.99","17.7 %","6.3 %","11.5 %",".270","1.32",".284","70.8 %","111","119","106","5.16","5.51","-0.35","4.83","4.63"
"Rockies","10.73","5.18","2.07","2.59","25.9 %","12.5 %","13.4 %",".265","1.64",".306","62.9 %","139","135","100","7.03","6.30","0.73","4.44","4.41"
"Brewers","9.47","6.63","1.43","1.89","23.0 %","16.1 %","6.9 %",".225","1.58",".255","79.6 %","96","143","118","4.26","6.37","-2.11","5.21","5.19"
"Reds","7.08","4.43","1.60","2.21","16.7 %","10.4 %","6.3 %",".310","1.77",".333","80.7 %","143","158","131","5.75","6.61","-0.85","5.56","5.16"
"Rangers","7.78","5.03","1.55","2.29","18.5 %","12.0 %","6.5 %",".325","1.88",".362","54.8 %","191","139","106","9.61","6.62","2.99","4.83","5.05"
"Angels","8.44","3.71","2.27","3.04","20.0 %","8.8 %","11.2 %",".295","1.65",".308","62.9 %","157","157","104","7.09","7.19","-0.10","4.74","4.42"
"Orioles","6.18","4.88","1.27","2.60","13.3 %","10.5 %","2.8 %",".386","2.31",".410","53.9 %","235","153","133","11.06","7.33","3.73","6.09","5.65"
"Marlins","10.13","6.27","1.62","4.34","22.6 %","14.0 %","8.6 %",".304","1.98",".306","66.9 %","208","214","143","10.13","9.48","0.64","6.20","5.13"
